"","lfdn","v_14","v_15","v_16","v_23","v_28","v_29","v_30","v_31","v_32","v_33","v_34","v_35","v_36","v_37","v_38","v_39","v_41","v_42","v_43","v_44","v_45","v_46","v_47","v_48","v_49","v_50","v_51","v_52","v_53","v_54","v_57","v_58","v_59","v_60","v_61","v_62","v_63","v_64","v_65","v_66","v_67","v_69","v_71","v_72","v_73","v_161","c_0031","c_0032","v_74","v_77","c_0013","v_173","v_174","v_175","v_176","v_167","v_182","v_183","v_184","v_185","v_186","v_187","v_96","v_99","v_100","v_101","v_102","v_103","v_104","v_105","v_106","v_107","v_108","v_111","v_112","v_113","v_114","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_124","v_125","v_126","v_127","v_128","v_129","v_130","v_131","v_132","v_133","v_134","v_135","v_140","v_142","v_144","v_145","v_146","v_147","v_148","v_149","v_150","v_151","v_152","v_153","v_154","v_155","v_156","v_157","date","education","casmin","eduyears","einwohner","city","qkm","distance_km","distance_km_raw"
"9123",10764,1,43,1,"13",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,2,2,4,1,5,5,1,4,2,5,1,6,5,2,3,2,0,2,2,5,1,4,1,3,8,6,4,"3","8",7,3,5,8,1,3,1,-4,3,2,4,3,2,3,3,0,2,6,7,1,0,0,0,7,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,1,0,1,1300,0,NA,1,18702,3,4,0.277777777777778,20010,"01109 Dresden",24.738921,0.101527700772341,6.30812977380788
"9124",10765,1,37,2,"2",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,1,1,1,10,3,5,2,5,2,1,1,2,1,1,1,9,1,2,2,3,9,2,1,"3","8",10,10,8,0,2,10,0,5,3,1,2,2,1,2,2,6,1,5,5,0,0,2,8,3,1,3,NA,NA,3,NA,-66,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,2,0,-66,1,1,1,2,1,1,5500,0,NA,1,18702,5,8,0.555555555555556,13416,"90556 Cadolzburg",53.829009,0.163550704353146,10.133053069464
"9125",10767,1,58,1,"10",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,2,4,2,2,5,3,5,2,2,1,2,2,2,2,2,2,4,1,6,6,2,7,5,3,"3","8",10,10,5,7,3,6,0,4,2,2,2,2,2,2,3,3,2,7,7,3,3,3,9,3,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,3,2,0,-66,1,1,1,2,0,1,3500,0,NA,2,18702,3,4,0.277777777777778,26779,"53894 Mechernich",136.136112,0.422102670510231,26.0778055225357
"9126",10768,1,56,2,"9",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,1,5,1,2,2,3,3,1,5,3,6,2,5,4,3,4,1,3,3,1,3,1,3,5,2,7,9,10,"3","8",10,10,4,10,0,0,0,-5,1,1,1,1,3,4,1,6,2,4,1,7,8,10,1,0,1,4,NA,NA,NA,1,4,0,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,2,0,2,0,-66,1,1,1,2,0,1,5200,0,NA,99,18702,5,6,0.388888888888889,13871,"30177 Hannover",3.576474,0.134867365984803,8.36416793349455
"9127",10769,1,57,1,"15",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,5,1,1,2,3,5,2,6,3,6,2,4,4,2,3,2,2,3,2,4,1,9,9,NA,8,7,8,"3","8",7,7,1,9,2,6,0,-4,1,1,2,2,2,4,2,5,2,0,0,0,0,0,0,0,2,4,NA,NA,NA,1,0,0,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,4,1,2,0,-66,1,1,1,2,0,0,-99,1,3,2,18702,4,7,0.444444444444444,2671,"24632 Lentföhrden",39.328965,0.145162498597456,8.99906289646913
"9128",10770,1,55,2,"7",2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,3,3,1,1,5,3,3,2,3,5,1,4,1,1,1,1,1,1,7,9,NA,10,0,5,"3","8",10,10,6,10,0,5,0,-5,1,1,5,1,4,5,2,6,1,0,0,1,1,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,5,5,0,1,-66,-66,1,1,1,2,0,1,850,0,NA,1,18702,5,8,0.555555555555556,9767,"60327 Frankfurt am Main",3.230309,0.0216222974033972,1.38040907101272
"9129",10771,1,59,2,"6",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,2,3,4,1,10,2,3,1,5,1,0,3,0,1,2,1,1,1,7,7,1,5,7,0,"3","8",10,10,7,10,0,10,0,-5,2,2,3,1,2,3,1,6,1,0,0,0,10,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,8,4,3,3,3,1,0,1,1,1,2,0,1,2100,0,NA,1,18702,4,6,0.388888888888889,28977,"22119 Hamburg",5.474174,0.147401727349422,9.13715485789017
"9130",10772,1,44,2,"9",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,4,1,1,1,5,5,1,8,2,1,1,4,2,1,4,2,2,1,2,6,1,8,8,4,7,6,8,"1","4",10,10,7,10,0,7,0,-5,1,1,2,1,2,2,1,6,2,0,0,1,2,2,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,1,3,NA,NA,NA,-66,NA,NA,2,-66,3,2,0,2,0,-66,1,1,1,2,0,1,2500,0,NA,2,18702,3,4,0.277777777777778,15142,"48455 Bad Bentheim",100.009762,0.241895969463122,14.9645609346561
"9131",10774,1,59,2,"1",2,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,2,3,2,5,1,2,1,5,1,1,7,3,5,1,8,7,1,2,2,2,2,2,5,1,5,1,3,6,6,5,"3","8",10,10,4,10,0,10,0,1,1,4,4,1,4,4,2,6,1,10,10,9,5,10,0,0,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,4,1,2,0,-66,1,1,1,2,0,1,5000,0,NA,99,18702,4,7,0.444444444444444,6462,"69245 Bammental",12.084355,0.161431607320295,10.0023695627204
"9132",10775,1,55,1,"1",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,3,5,1,1,1,5,5,1,6,3,6,2,5,7,2,3,2,2,2,2,4,1,5,5,2,9,8,10,"3","8",9,9,8,10,0,10,0,0,2,2,4,1,4,4,2,6,2,2,0,8,6,10,0,0,2,2,NA,2,NA,NA,-66,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,2,4,1,0,1,1,1,2,0,1,3000,0,NA,99,18702,5,8,0.555555555555556,20856,"72770 Reutlingen",36.944507,0.0514645343433941,3.22076282165901
"9133",10776,1,49,2,"1",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,4,1,5,1,2,3,4,1,6,3,2,3,2,2,3,3,8,1,1,9,NA,4,6,4,"3","8",6,10,2,10,0,5,0,-5,1,2,2,2,3,2,3,6,2,7,7,2,0,0,8,6,1,1,3,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,2,0,-66,1,1,1,2,0,1,4000,0,NA,99,18702,3,4,0.277777777777778,18010,"71634 Ludwigsburg",7.007434,0.0326490015390267,2.06041963302506
"9134",10777,1,34,1,"11",2,NA,4,1,2,1,NA,NA,NA,NA,NA,NA,2,2,3,4,1,1,3,3,4,2,5,3,5,2,2,3,1,2,1,1,2,3,4,1,3,3,3,8,6,3,"3","8",7,7,1,8,0,6,2,-4,1,1,3,1,3,4,3,5,2,3,2,10,5,5,3,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,1,2,4,2,2,1,1,1,2,0,0,-99,1,0,1,18702,5,6,0.388888888888889,15196,"55758 Niederwörresbach",239.893801,0.126744606287769,7.86324197060204
"9135",10778,1,58,1,"2",1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,3,1,1,4,2,5,1,8,2,3,3,3,2,3,2,10,1,1,1,2,10,8,2,"3","7",10,10,8,10,0,10,0,-5,1,1,3,1,1,3,2,6,1,10,10,0,0,0,8,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,2,1,2,0,-66,1,1,1,2,0,1,3000,0,NA,2,18702,3,4,0.277777777777778,7421,"83483 Bischofswiesen",62.179814,0.284783017583133,17.6093807590047
"9136",10779,1,59,1,"2",2,NA,1,99,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,2,2,3,2,1,6,3,5,1,3,5,2,2,2,2,2,2,5,1,5,9,NA,5,5,5,"6","7",10,10,4,9,0,5,0,-2,2,1,2,2,3,2,2,1,2,5,5,4,3,5,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,2,0,2,0,-66,1,1,1,2,0,0,-99,1,3,99,18702,3,4,0.277777777777778,20995,"80937 München",6.272749,0.10758340700839,6.68158172738406
"9137",10780,1,72,1,"9",2,NA,2,99,NA,2,1,1,1,1,1,1,2,1,3,1,5,4,5,5,5,3,4,1,7,2,5,10,0,1,0,0,1,1,6,1,5,8,1,7,0,8,"5","6",0,0,6,0,0,0,0,0,5,5,5,5,5,5,4,0,2,0,0,0,0,0,0,2,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,3,5,4,2,1,-66,-66,1,1,1,2,0,0,-99,1,1,2,18702,5,8,0.555555555555556,6915,"26122 Oldenburg",3.017267,0.0273346872251815,1.73268889691224
"9138",10781,1,37,1,"1",2,NA,1,99,NA,3,1,0,0,0,0,0,2,1,5,3,2,3,3,3,2,2,5,3,4,99,8,6,3,3,3,3,3,3,6,0,NA,1,2,5,5,5,"7","5",5,6,1,5,5,5,7,0,3,3,3,3,3,3,2,4,2,7,8,9,7,5,6,6,4,3,NA,NA,3,NA,-66,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,1,2,2,0,-66,1,1,1,2,1,0,-99,1,2,99,18702,2,2,0.222222222222222,41978,"68723 Schwetzingen",39.78518,0.0578641766087572,3.61542511421893
"9139",10782,1,47,2,"10",2,NA,4,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,4,2,2,1,6,1,6,1,3,7,3,3,3,3,3,3,4,1,1,9,NA,5,3,5,"5","7",10,10,2,10,0,6,0,0,1,1,3,1,3,4,1,6,1,10,5,5,6,7,3,0,1,4,NA,NA,NA,1,0,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,1,0,1,-66,-66,1,1,1,2,0,0,-99,1,2,99,18702,5,6,0.388888888888889,27524,"42799 Leichlingen",37.309492,0.113377325745295,7.03888939503114
"9140",10783,1,50,1,"1",2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,2,1,1,6,2,5,2,2,8,2,3,2,3,3,2,6,2,NA,5,2,6,5,7,"7","6",10,9,3,8,0,5,3,-2,2,2,4,2,3,4,2,6,1,6,5,7,7,10,6,0,2,4,NA,NA,NA,1,0,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,4,2,2,0,-66,3,NA,2,NA,1,1,2500,0,NA,1,18702,4,7,0.444444444444444,15027,"68239 Mannheim",8.892859,0.0407087498736633,2.55745972109679
"9141",10784,1,35,2,"16",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,4,1,1,1,9,2,4,2,4,6,2,3,2,2,3,2,6,1,1,1,2,4,3,4,"7","5",10,9,3,7,0,9,2,3,2,1,3,2,2,3,2,6,2,10,10,5,3,0,8,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,3,0,-66,1,1,1,1,0,1,3500,0,NA,1,18702,3,4,0.277777777777778,2064,"98746 Katzhütte",49.785745,0.300355571148004,18.569731265499
"9142",10785,1,57,2,"10",2,NA,1,2,NA,2,0,1,0,0,0,0,2,1,5,5,1,1,3,2,2,3,5,3,6,2,4,0,1,1,1,3,4,4,6,2,NA,9,NA,5,5,10,"6","7",5,5,5,5,5,5,5,0,3,3,3,3,3,3,2,0,1,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,-66,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,7,2,1,-66,-66,1,1,1,1,1,1,1001,0,NA,2,18702,3,3,0.111111111111111,24511,"33154 Salzkotten",110.555178,0.0081111319417886,0.547183194451577
"9143",10786,1,56,1,"1",2,NA,3,2,NA,2,0,0,0,1,1,0,2,2,1,2,3,4,3,4,4,2,5,3,6,2,6,5,1,2,2,1,2,1,6,1,6,6,3,7,5,5,"5","6",3,3,7,2,1,8,2,-1,3,3,2,3,4,4,3,0,2,6,0,3,3,0,7,0,2,2,NA,3,NA,NA,-66,NA,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,1,3,0,-66,1,1,1,2,0,1,4000,0,NA,1,18702,5,8,0.555555555555556,6462,"69245 Bammental",12.084355,0.161431607320295,10.0023695627204
"9144",10787,1,36,1,"1",2,NA,1,2,NA,3,0,1,0,0,1,0,2,1,1,2,3,3,4,2,4,1,8,3,7,2,6,8,1,2,2,1,3,1,8,1,6,4,2,5,4,4,"7","6",5,6,7,8,2,7,0,-3,2,3,2,2,3,2,3,1,2,2,6,1,0,0,9,9,2,4,NA,NA,NA,1,5,0,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,4,2,4,2,2,1,2,2,NA,1,1,6000,0,NA,2,18702,5,8,0.555555555555556,17566,"88046 Friedrichshafen",10.447229,0.023469161879669,1.49430415108584
"9145",10788,1,73,2,"2",2,NA,1,99,NA,3,0,0,0,0,0,1,2,2,2,3,1,1,3,2,3,1,8,1,4,1,1,7,1,2,2,1,3,2,6,2,NA,9,NA,8,0,4,"6","10",8,7,1,10,0,7,0,-5,1,1,4,2,2,3,2,6,2,7,7,5,3,0,7,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,3,2,2,3,2,0,-66,3,NA,2,NA,1,1,2800,0,NA,1,18702,2,2,0.222222222222222,7485,"85084 Reichertshofen",36.657696,0.151379119610561,9.38243837267148
"9146",10789,1,45,2,"1",2,NA,1,2,NA,3,1,1,0,1,0,0,2,2,5,4,1,2,1,5,5,2,2,3,6,2,3,2,1,2,2,0,2,4,7,1,9,1,4,5,0,1,"5","6",2,2,8,10,0,4,0,0,2,1,1,2,2,3,3,5,2,6,4,1,1,5,1,8,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,6,3,0,1,-66,-66,1,1,1,2,0,1,2500,0,NA,2,18702,6,NA,NA,20043,"68753 Waghäusel",42.849801,0.204721318020286,12.6720213589751
"9147",10790,1,57,2,"10",2,NA,1,2,NA,3,1,0,0,1,0,0,2,1,1,3,2,2,4,3,3,2,1,3,4,99,3,3,2,2,2,0,2,3,3,0,NA,1,2,2,8,3,"5","7",6,7,5,8,5,7,2,0,3,3,2,3,2,2,2,1,1,9,8,7,4,8,8,0,2,1,1,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,0,1,-66,-66,3,NA,2,NA,0,1,1100,0,NA,99,18702,2,2,0.222222222222222,26117,"50739 Köln",6.793915,0.0911665703570259,5.6691647639428
"9148",10791,1,33,2,"10",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,5,1,1,1,5,1,1,2,2,7,2,2,2,2,3,2,1,2,2,2,1,7,7,1,8,10,8,"7","5",10,10,1,10,0,5,5,-5,1,1,3,1,3,5,2,6,2,0,0,5,10,10,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,5,7,0,2,0,-66,1,1,1,2,0,1,2800,0,NA,2,18702,5,5,0.277777777777778,19996,"50969 Köln",3.960428,0.0821363328275824,5.11227516012546
"9149",10792,1,42,2,"14",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,2,2,5,1,3,1,9,3,5,2,7,6,0,2,1,2,4,1,8,1,4,6,2,2,3,3,"6","10",10,10,4,10,4,8,9,-1,2,1,3,2,3,3,2,0,2,3,4,2,0,0,9,7,1,3,NA,NA,3,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,1,3,1,1,1,1,1,1,1,1,4250,0,NA,2,18702,5,8,0.555555555555556,11340,"06258 Schkopau",100.308735,0.0798817317476122,4.97323519599418
"9150",10793,1,35,1,"10",2,NA,3,2,NA,3,1,0,0,1,1,0,2,3,4,3,1,1,5,2,2,5,0,4,5,2,0,0,0,2,0,0,0,2,5,1,3,3,2,5,5,5,"6","5",5,5,3,10,0,10,0,-5,1,1,1,1,1,1,3,1,2,0,0,10,0,0,0,0,11,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,2,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,2,4,2,2,1,2,1,2,0,1,3500,0,NA,1,18702,5,8,0.555555555555556,16087,"47839 Krefeld",19.122286,0.108311565109693,6.72648682265187
"9151",10794,1,63,2,"7",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,4,1,2,4,3,2,1,6,3,5,1,6,5,2,3,3,2,4,2,7,1,1,1,2,7,5,7,"6","5",10,10,7,10,0,10,0,-5,1,1,3,1,1,3,2,6,2,10,8,5,1,0,6,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,75,5,3,2,2,0,-66,1,1,1,2,0,1,3900,0,NA,2,18702,5,6,0.388888888888889,5849,"65620 Waldbrunn",29.866342,0.198468437927915,12.2864098060116
"9152",10795,1,37,2,"2",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,5,3,1,5,3,6,2,5,3,2,4,1,2,1,1,3,1,7,7,2,7,8,8,"6","5",10,10,4,8,0,5,0,-5,2,2,2,2,5,3,1,5,2,1,1,3,8,7,0,0,1,2,NA,3,NA,NA,-66,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,2,0,-66,1,1,1,2,0,0,-99,1,6,2,18702,5,8,0.555555555555556,32198,"48161 Münster",56.913972,0.120384066085896,7.47099108002068
"9153",10797,1,21,1,"4",2,NA,1,2,NA,3,0,0,0,0,0,1,2,2,4,4,1,1,1,5,5,1,5,4,4,2,2,0,1,2,1,1,2,3,3,2,NA,7,3,5,10,5,"10","12",5,5,6,9,1,4,1,-5,1,2,2,2,2,3,3,1,2,0,0,0,7,0,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,8,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,7,0,2,0,-66,1,1,1,1,0,1,1600,0,NA,2,18702,3,3,0.111111111111111,37746,"16321 Bernau",118.340694,0.322185095811819,19.9159456150015
"9154",10798,1,49,1,"10",2,NA,1,99,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,5,1,2,3,2,3,1,5,3,4,1,5,4,2,4,2,2,3,3,5,1,5,5,3,5,8,3,"10","12",10,9,5,10,0,8,0,0,1,1,3,1,3,4,2,5,1,0,0,6,4,9,0,0,1,2,NA,1,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,0,1,-66,-66,1,1,1,1,0,1,1750,0,NA,2,18702,5,8,0.555555555555556,30606,"52074 Aachen",32.633393,0.0826163608657956,5.14187821576492
"9155",10799,1,67,2,"9",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,5,3,1,3,2,5,5,1,5,3,6,2,8,5,3,3,3,3,3,1,4,1,3,3,3,5,10,9,"10","12",10,10,8,10,0,9,0,-2,1,1,1,1,3,3,2,0,2,5,0,8,5,8,7,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,10,5,5,1,1,-66,-66,1,1,1,1,1,1,1900,0,NA,2,18702,5,8,0.555555555555556,19590,"37085 Göttingen",10.536307,0.0623345145942036,3.89110831098179
"9156",10801,1,42,1,"7",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,3,1,2,1,5,5,1,0,3,5,2,6,7,2,3,2,1,2,3,6,1,3,3,2,6,5,5,"10","12",10,10,7,10,0,0,0,0,1,1,3,1,1,3,3,6,2,0,0,10,0,0,0,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,3,2,0,1,1,1,2,0,1,1700,0,NA,1,18702,3,4,0.277777777777778,5754,"35794 Mengerskirchen",30.687143,0.289129398336109,17.8774195838608
"9157",10802,1,27,2,"1",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,3,1,1,2,3,3,2,7,1,3,2,7,2,1,2,1,1,1,3,6,0,NA,9,NA,5,5,3,"12","10",5,5,2,8,5,6,0,-3,2,1,1,1,3,2,3,6,2,5,5,5,5,5,5,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,2,1,-66,-66,1,2,2,NA,0,0,-99,1,2,1,18702,2,2,0.222222222222222,5437,"89597 Munderkingen",19.181024,0.132024355649208,8.188841105792
"9158",10803,1,36,1,"10",2,NA,2,99,NA,1,NA,NA,NA,NA,NA,NA,2,3,1,5,1,1,2,3,4,1,8,2,6,2,0,0,2,3,2,0,1,1,6,0,NA,5,3,5,3,5,"12","10",8,8,8,9,0,4,0,-5,5,1,3,3,4,3,2,6,2,8,5,8,2,8,1,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,6,1,3,1,1,1,2,2,NA,1,1,2000,0,NA,99,18702,4,7,0.444444444444444,18597,"50171 Kerpen",47.558069,0.24113895598623,14.9178763448149
"9159",10804,1,51,2,"10",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,2,1,1,8,1,7,2,7,3,3,3,3,1,2,3,3,1,3,3,3,6,10,8,"12","10",10,10,6,10,0,4,0,-5,1,1,4,1,2,3,2,6,2,3,0,8,2,8,2,0,1,2,NA,3,NA,NA,-66,NA,NA,2,1,10,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,2,1,-66,-66,1,1,1,2,1,1,5000,0,NA,2,18702,5,8,0.555555555555556,49061,"59192 Bergkamen",44.739938,0.153074665089277,9.48700169637338
"9160",10805,1,47,1,"10",2,NA,3,1,2,2,0,0,0,0,0,1,2,2,1,3,1,2,1,3,3,2,5,3,4,1,7,5,2,2,2,2,1,3,5,1,1,1,3,5,5,2,"10","12",10,10,7,10,0,10,10,5,1,1,2,1,3,3,1,5,2,10,10,6,0,4,9,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,2,2,4,2,1,1,1,1,2,0,0,-99,1,4,1,18702,5,6,0.388888888888889,22348,"41751 Viersen",31.672023,0.0270768104323048,1.71678578201071
"9161",10807,1,61,1,"2",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,3,2,3,1,8,3,4,99,1,5,2,3,3,2,2,2,6,1,6,9,NA,5,2,5,"10","12",5,6,8,9,0,8,0,2,1,1,1,1,2,3,2,5,1,5,6,0,0,0,6,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,1,2,0,-66,1,1,1,2,0,1,1750,0,NA,99,18702,2,2,0.222222222222222,1595,"91617 Oberdachstetten",23.640811,0.189162205265628,11.7124997395892
"9162",10808,1,38,1,"10",2,NA,2,2,NA,3,0,1,0,0,0,0,2,2,5,3,1,2,3,5,2,1,10,3,6,2,2,4,0,0,0,0,1,4,5,0,NA,4,3,5,6,2,"10","12",3,3,3,8,0,8,0,5,1,1,1,2,1,3,4,4,2,0,0,0,3,3,3,8,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,1,2,2,0,-66,1,1,1,1,0,1,3000,0,NA,1,18702,4,6,0.388888888888889,24531,"41236 Mönchengladbach",3.479042,0.0672774174616602,4.19593431479291
"9163",10811,1,55,1,"2",2,NA,2,2,NA,3,1,1,0,1,1,0,2,2,5,2,1,1,2,2,1,1,10,3,4,1,4,0,1,2,1,2,1,2,6,1,3,9,NA,0,0,0,"12","10",8,8,8,10,0,10,0,0,2,1,2,2,2,2,3,6,2,3,0,6,4,0,0,0,2,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,2,3,1,-66,-66,1,1,1,2,0,1,1100,0,NA,99,18702,2,2,0.222222222222222,6348,"96476 Rodach b. Coburg",83.66866,0.175770438576967,10.886637117333
"9164",10813,1,63,2,"9",2,NA,3,2,NA,2,0,0,0,0,0,1,2,1,2,5,1,2,1,1,1,1,10,3,5,2,5,0,0,2,0,2,2,4,6,1,3,3,2,10,0,7,"12","10",10,10,5,10,0,4,0,-5,1,1,1,1,1,3,2,2,1,0,0,10,4,0,3,5,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,1,2,0,-66,1,1,1,2,1,1,2300,0,NA,3,18702,3,4,0.277777777777778,18592,"49084 Osnabrück",8.863681,0.0483053876690566,3.02594004605245
"9165",10814,1,56,2,"7",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,5,1,1,2,1,3,1,4,2,6,1,7,7,2,4,1,4,2,1,3,1,3,5,2,8,10,10,"12","10",10,10,6,9,0,6,0,-1,1,1,4,1,2,5,1,6,2,2,2,2,7,10,0,0,1,2,NA,3,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,7,2,3,0,-66,1,1,1,2,0,1,3500,0,NA,2,18702,5,5,0.277777777777778,15969,"35394 Gießen",25.563244,0.100085038798596,6.21916163178702
